route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
"1",1,7,"Mainline Westbound to College Place",1,101,8
"1",1,8,"Mainline Eastbound to WWCC",0,101,10
"1",1,10,"Mainline Eastbound to WWCC",1,101,17
"1",1,11,"Mainline Westbound to College Place",1,101,24
"1",1,13,"Mainline Westbound to College Place",1,101,8
"2",1,14,"C.P. Circulator",0,101,7
"1",1,15,"Mainline Eastbound to WWCC",0,101,10
"1",1,17,"Mainline Eastbound to WWCC",1,101,17
"1",1,18,"Mainline Westbound to College Place",1,101,24
"1",1,20,"Mainline Westbound to College Place",1,101,8
"2",1,21,"C.P. Circulator",0,101,7
"1",1,22,"Mainline Eastbound to WWCC",0,101,10
"1",1,24,"Mainline Eastbound to WWCC",1,101,17
"1",1,25,"Mainline Westbound to College Place",1,101,24
"1",1,27,"Mainline Westbound to College Place",1,101,8
"2",1,28,"C.P. Circulator",0,101,7
"1",1,29,"Mainline Eastbound to WWCC",0,101,10
"1",1,31,"Mainline Eastbound to WWCC",1,101,17
"1",1,32,"Mainline Westbound to College Place",1,101,24
"1",1,34,"Mainline Westbound to College Place",1,101,8
"4",1,35,"Melrose / Alder",0,54,9
"2",1,47,"C.P. Circulator",0,101,7
"1",1,48,"Mainline Eastbound to WWCC",0,101,10
"1",1,50,"Mainline Eastbound to WWCC",1,101,17
"1",1,51,"Mainline Westbound to College Place",1,101,24
"1",1,53,"Mainline Westbound to College Place",1,101,8
"2",1,54,"C.P. Circulator",0,101,7
"1",1,63,"Mainline Eastbound to WWCC",0,101,10
"1",1,65,"Mainline Eastbound to WWCC",1,101,17
"1",1,66,"Mainline Westbound to College Place",1,101,26
"300",2,81,"East Loop",0,300,31
"300",2,82,"East Loop",0,300,31
"300",2,83,"East Loop",0,300,31
"300",2,84,"East Loop",0,300,31
"300",2,85,"East Loop",0,300,31
"300",2,86,"East Loop",0,300,31
"300",2,87,"East Loop",0,300,31
"300",2,88,"East Loop",0,300,31
"300",2,89,"East Loop",0,300,31
"300",2,90,"East Loop",0,300,31
"310",2,91,"West Loop",0,310,32
"310",2,92,"West Loop",0,310,32
"310",2,93,"West Loop",0,310,32
"310",2,94,"West Loop",0,310,32
"310",2,95,"West Loop",0,310,32
"310",2,96,"West Loop",0,310,32
"310",2,97,"West Loop",0,310,32
"310",2,98,"West Loop",0,310,32
"310",2,99,"West Loop",0,310,32
"310",2,100,"West Loop",0,310,32
"1",1,158,"Mainline Westbound to College Place",1,103,29
"1",1,159,"Mainline Eastbound to WWCC",1,103,17
"1",1,160,"Mainline Westbound to College Place",1,103,24
"1",1,162,"Mainline Westbound to College Place",1,103,8
"2",1,163,"C.P. Circulator",0,103,7
"1",1,164,"Mainline Eastbound to WWCC",0,103,10
"1",1,166,"Mainline Eastbound to WWCC",1,103,17
"1",1,167,"Mainline Westbound to College Place",1,103,24
"1",1,169,"Mainline Westbound to College Place",1,103,8
"2",1,170,"C.P. Circulator",0,103,7
"1",1,171,"Mainline Eastbound to WWCC",0,103,10
"1",1,173,"Mainline Eastbound to WWCC",1,103,17
"1",1,174,"Mainline Westbound to College Place",1,103,24
"1",1,176,"Mainline Westbound to College Place",1,103,8
"2",1,177,"C.P. Circulator",0,103,7
"1",1,178,"Mainline Eastbound to WWCC",0,103,10
"1",1,180,"Mainline Eastbound to WWCC",1,103,17
"1",1,181,"Mainline Westbound to College Place",1,103,24
"1",1,183,"Mainline Westbound to College Place",1,103,8
"2",1,184,"C.P. Circulator",0,103,7
"1",1,185,"Mainline Eastbound to WWCC",0,103,10
"1",1,187,"Mainline Eastbound to WWCC",1,103,17
"1",1,188,"Mainline Westbound to College Place",1,103,24
"1",1,190,"Mainline Westbound to College Place",1,103,8
"2",1,191,"C.P. Circulator",0,103,7
"1",1,192,"Mainline Eastbound to WWCC",0,103,10
"1",1,194,"Mainline Eastbound to WWCC",1,103,17
"1",1,195,"Mainline Westbound to College Place",1,103,24
"1",1,197,"Mainline Westbound to College Place",1,103,8
"1",1,242,"Mainline Eastbound to WWCC",0,103,15
"1",1,244,"Mainline Westbound to College Place",1,103,29
"1",1,247,"Mainline Eastbound to WWCC",0,103,15
"1",1,249,"Mainline Westbound to College Place",1,103,29
"1",1,319,"Mainline Eastbound to WWCC",0,102,10
"1",1,321,"Mainline Eastbound to WWCC",1,102,17
"1",1,322,"Mainline Westbound to College Place",1,102,24
"1",1,323,"Mainline Eastbound to WWCC",0,103,15
"1",1,324,"Mainline Westbound to College Place",1,103,29
"1",1,325,"Mainline Eastbound to WWCC",0,103,15
"1",1,326,"Mainline Westbound to College Place",1,103,29
"1",1,327,"Mainline Eastbound to WWCC",0,101,15
"1",1,328,"Mainline Westbound to College Place",1,101,29
"1",1,329,"Mainline Eastbound to WWCC",0,101,15
"1",1,330,"Mainline Westbound to College Place",1,101,29
"1",1,331,"Mainline Eastbound to WWCC",0,101,15
"1",1,332,"Mainline Westbound to College Place",1,101,29
"1",1,333,"Mainline Eastbound to WWCC",0,101,15
"1",1,334,"Mainline Westbound to College Place",1,101,29
"1",1,335,"Mainline Eastbound to WWCC",0,101,15
"1",1,336,"Mainline Westbound to College Place",1,101,29
"1",1,337,"Mainline Eastbound to WWCC",0,101,15
"1",1,338,"Mainline Eastbound to WWCC",0,103,15
"1",1,339,"Mainline Westbound to College Place",1,103,29
"1",1,340,"Mainline Eastbound to WWCC",0,103,15
"1",1,360,"Mainline Westbound to College Place",1,102,8
"2",1,361,"C.P. Circulator",0,102,7
"1",1,362,"Mainline Eastbound to WWCC",0,102,10
"1",1,364,"Mainline Eastbound to WWCC",1,102,17
"1",1,365,"Mainline Westbound to College Place",1,102,24
"1",1,367,"Mainline Westbound to College Place",1,102,8
"2",1,368,"C.P. Circulator",0,102,7
"1",1,369,"Mainline Eastbound to WWCC",0,102,10
"1",1,371,"Mainline Eastbound to WWCC",1,102,17
"1",1,372,"Mainline Westbound to College Place",1,102,24
"1",1,374,"Mainline Westbound to College Place",1,102,8
"2",1,375,"C.P. Circulator",0,102,7
"1",1,376,"Mainline Eastbound to WWCC",0,102,10
"1",1,378,"Mainline Eastbound to WWCC",1,102,17
"1",1,379,"Mainline Westbound to College Place",1,102,24
"1",1,381,"Mainline Westbound to College Place",1,102,8
"2",1,382,"C.P. Circulator",0,102,7
"1",1,383,"Mainline Eastbound to WWCC",0,102,10
"1",1,384,"Mainline Westbound to College Place",1,104,24
"1",1,386,"Mainline Westbound to College Place",1,104,8
"2",1,387,"C.P. Circulator",0,104,7
"1",1,388,"Mainline Eastbound to WWCC",0,104,10
"1",1,390,"Mainline Eastbound to WWCC",1,104,17
"1",1,391,"Mainline Westbound to College Place",1,104,24
"1",1,393,"Mainline Westbound to College Place",1,104,8
"2",1,394,"C.P. Circulator",0,104,7
"1",1,395,"Mainline Eastbound to WWCC",0,104,10
"1",1,397,"Mainline Eastbound to WWCC",1,104,17
"1",1,398,"Mainline Westbound to College Place",1,104,24
"1",1,400,"Mainline Westbound to College Place",1,104,8
"2",1,401,"C.P. Circulator",0,104,7
"1",1,402,"Mainline Eastbound to WWCC",0,104,10
"1",1,404,"Mainline Eastbound to WWCC",1,104,17
"1",1,405,"Mainline Westbound to College Place",1,104,24
"1",1,407,"Mainline Westbound to College Place",1,104,8
"2",1,408,"C.P. Circulator",0,104,7
"1",1,409,"Mainline Eastbound to WWCC",0,104,10
"1",1,411,"Mainline Eastbound to WWCC",1,104,17
"1",1,412,"Mainline Westbound to College Place",1,104,24
"5",1,414,"Fairgrounds",0,45,12
"5",1,415,"Fairgrounds",0,45,12
"5",1,416,"Fairgrounds",0,45,12
"5",1,417,"Fairgrounds",0,45,12
"5",1,418,"Fairgrounds",0,45,12
"5",1,419,"Fairgrounds",0,45,12
"5",1,420,"Fairgrounds",0,45,12
"5",1,421,"Fairgrounds",0,45,12
"5",1,422,"Fairgrounds",0,54,12
"5",1,423,"Fairgrounds",0,54,12
"5",1,424,"Fairgrounds",0,54,12
"5",1,425,"Fairgrounds",0,54,12
"5",1,426,"Fairgrounds",0,54,12
"5",1,427,"Fairgrounds",0,54,12
"5",1,428,"Fairgrounds",0,54,12
"5",1,429,"Fairgrounds",0,54,12
"1",1,430,"Mainline Eastbound to WWCC",0,102,15
"1",1,431,"Mainline Westbound to College Place",1,102,29
"1",1,432,"Mainline Eastbound to WWCC",0,102,15
"1",1,433,"Mainline Westbound to College Place",1,102,29
"1",1,434,"Mainline Eastbound to WWCC",0,102,15
"1",1,441,"Mainline Westbound to College Place",1,102,29
"1",1,442,"Mainline Westbound to College Place",1,102,29
"1",1,443,"Mainline Westbound to College Place",1,104,29
"1",1,444,"Mainline Eastbound to WWCC",0,104,15
"1",1,445,"Mainline Westbound to College Place",1,104,29
"1",1,446,"Mainline Eastbound to WWCC",0,104,15
"1",1,447,"Mainline Westbound to College Place",1,104,29
"1",1,448,"Mainline Eastbound to WWCC",0,104,15
"1",1,449,"Mainline Westbound to College Place",1,104,29
"1",1,450,"Mainline Eastbound to WWCC",0,104,15
"1",1,451,"Mainline Westbound to College Place",1,104,29
"4",1,453,"Melrose / Alder",0,45,9
"4",1,455,"Melrose / Alder",0,45,9
"4",1,457,"Melrose / Alder",0,45,9
"4",1,459,"Melrose / Alder",0,45,9
"4",1,461,"Melrose / Alder",0,45,9
"4",1,463,"Melrose / Alder",0,45,9
"4",1,465,"Melrose / Alder",0,45,9
"4",1,467,"Melrose / Alder",0,45,9
