stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
40.884735,0,2262,-73.83141,,,,,DYRE AVE @ BOSTON RD,0,2262,
40.884272,0,2263,-73.833537,,,,,BOSTON RD @ BIVONIA ST,0,2263,
41.13565,0,599,-73.7856,,,,,BEDFORD RD @ ROMER AVE,0,599,
40.887859,0,2261,-73.831367,,,,,DYRE AVE @ LIGHT ST,0,2261,
40.908856,0,2266,-73.82591,,,,,E 3RD ST @ LANGDON AVE,0,2266,
40.882035,0,2264,-73.832329,,,,BIVONA ST & REEDS MILL LN,BIVONIA ST @ REED MILL RD,0,2264,
40.88399,0,2265,-73.833479,,,,,BIVONIA ST @ BOSTON RD,0,2265,
40.925986,0,2442,-73.780991,,,,,5TH AVE @ DEWEY AVE,0,2442,
40.927155,0,2443,-73.778874,,,,,5TH AVE @ CONGRESS ST,0,2443,
40.922602,0,2440,-73.784554,,,,,5TH AVE @ KOCH ST,0,2440,
40.923436,0,2441,-73.782636,,,,,5TH AVE @ BROOKDALE AVE,0,2441,
40.930688,0,2446,-73.768154,,,,,5TH AVE @ CITY PARK,0,2446,
40.930704,0,2447,-73.768325,,,,,5TH AVE @ CITY PARK,0,2447,
40.928219,0,2444,-73.776631,,,,,5TH AVE @ PINEBROOK RD,0,2444,
40.928901,0,2445,-73.77179,,,,,5TH AVE @ PORTMAN RD,0,2445,
40.929022,0,2448,-73.7718,,,,,5TH AVE @ PORTMAN RD,0,2448,
40.928322,0,2449,-73.776832,,,,,5TH AVE @ WEEKS PL,0,2449,
40.960211,0,108,-73.892939,,,,,WARBURTON AVENUE & ARTHUR ST,0,108,
40.95795,0,109,-73.8943,,,,641 WARBURTON AVE & HUDSON TERR,WARBURTON AVE @ HUDSON TERR,0,109,
40.983084,0,102,-73.884947,,,,WARBURTON AVE,WARBURTON AV @ GRAHAM SCHOOL,0,102,
40.977246,0,103,-73.887225,,,,WARBURTON AVE,WARBURTON AV @ YONKERS CITY LINE,0,103,
40.990034,0,100,-73.883489,,,,,395 WARBURTON AV,0,100,
40.985914,0,101,-73.884272,,,,,WARBURTON AVE @ PINECREST DR,0,101,
40.969379,0,106,-73.889912,,,,,WARBURTON AVE @ HARRIMAN AVE,0,106,
40.961402,0,107,-73.891878,,,,,747 WARBURTON AV,0,107,
40.972415,0,104,-73.888102,,,,,1085 WARBURTON AVE,0,104,
40.971368,0,105,-73.888645,,,,,WARBURTON AVE @ ODELL AVE,0,105,
41.280301,0,2046,-73.926275,,,,,WASHINGTON ST @ FRANKLIN ST,0,2046,
41.285784,0,2047,-73.925112,,,,,WASHINGTON ST @ HUDSON AVE,0,2047,
41.275054,0,2044,-73.928727,,,,,851 WASHINGTON AV,0,2044,
41.277406,0,2045,-73.927272,,,,,WASHINGTON ST @ LOOMIS AVE,0,2045,
41.269376,0,2042,-73.935234,,,,,ALBANY POST RD @ WELCHER AVE,0,2042,
41.271445,0,2043,-73.929482,,,,,WASHINGTON ST @ WELCHER AVE,0,2043,
41.261287,0,2040,-73.943149,,,,,WESTCHESTER AVE @ 1ST ST,0,2040,
41.262202,0,2041,-73.938167,,,,,TATE AVE @ WESTCHESTER AVE,0,2041,
41.288812,0,2048,-73.924595,,,,,WASHINGTON ST @ SOUTH ST,0,2048,
41.289374,0,2049,-73.922277,,,,SOUTH ST & SMITH ST,SOUTH ST @ DEPEW ST,0,2049,
41.302051,0,1088,-73.915639,,,,,N DIVISION ST @ PARKWAY PL,0,1088,
40.925037,0,2839,-73.804554,,,,,PELHAMDALE AVE @ EASTCHESTER RD,0,2839,
40.925254,0,2838,-73.804777,,,,,PELHAMDALE AVE @ EASTCHESTER RD,0,2838,
41.075607,0,2835,-73.813938,,,,,CLEARBROOK RD @ GRASSLANDS RD,0,2835,
40.949702,0,2686,-73.83421,,,,,TUCKAHOE RD @ PARKVIEW AVE,0,2686,
40.948191,0,2687,-73.876609,,,,,SAW MILL RIVER RD @ WORTH ST,0,2687,
40.902567,0,1436,-73.813211,,,,,COLONIAL AVE @ WOLFS LA,0,1436,
40.929989,0,122,-73.897576,,,,,S BROADWAY @ SAINT MARYS ST,0,122,
40.901373,0,1434,-73.82074,,,,,E SANDFORD BLVD @ S COLUMBUS AVE,0,1434,
40.995413,0,99,-73.882301,,,,,WARBURTON AVE @ SPRING ST,0,99,
40.998947,0,98,-73.881735,,,,,N BROADWAY @ RIVERVIEW PL,0,98,
41.040425,0,3392,-73.806919,,,,,STADIUM RD @ KNOLLWOOD RD,0,3392,
41.016323,0,91,-73.87359,,,,,CEDAR ST @ MAIN ST,0,91,
41.015287,0,90,-73.869852,,,,,BROADWAY @ CEDAR ST,0,90,
41.011883,0,93,-73.878522,,,,,LIVINGSTON AVE @ WALNUT ST,0,93,
41.014194,0,92,-73.876167,,,,,MAIN ST @ CHESTNUT ST,0,92,
41.007758,0,95,-73.879251,,,,,BROADWAY @ COLONIAL AVE,0,95,
41.009363,0,94,-73.879031,,,,,LIVINGSTON AVE @ BROADWAY,0,94,
41.002492,0,97,-73.880851,,,,,N BROADWAY @ FLOWER AVE,0,97,
41.003801,0,96,-73.88043,,,,,BROADWAY @ FAIRLAWN AVE,0,96,
40.996027,0,1623,-73.828277,,,,,ARDSLEY RD @ HIGHLAND RD,0,1623,
40.994493,0,1622,-73.825248,,,,,ARDSLEY RD @ FORT HILL RD,0,1622,
40.998636,0,3205,-73.831053,,,,,ARDSLEY RD @ SPRAIN VALLEY RD,0,3205,
41.167,0,1992,-73.849868,,,,,CROTON AVE @ SHERMAN AVE,0,1992,
41.011078,0,1627,-73.845447,,,,,ASHFORD AVE @ AMERICAN LEGION DR,0,1627,
41.155714,0,1994,-73.865231,,,,,STATE ST @ WILLIAM ST,0,1994,
41.157071,0,1997,-73.863921,,,,,SPRING ST @ BROAD AVE,0,1997,
41.004467,0,1624,-73.835858,,,,,ASHFORD AVE @ SPRAIN RD,0,1624,
41.163157,0,1999,-73.861567,,,,,N HIGHLAND AVE @ CROTON AVE,0,1999,
40.985168,0,1629,-73.786513,,,,,BARAUD RD @ TEWKSBURY RD,0,1629,
41.011873,0,1628,-73.847535,,,,,ASHFORD AVE @ SAW MILL RIVER RD,0,1628,
41.015263,0,3209,-73.719709,,,,,W RED OAK LA @ US TENNIS ASSOC,0,3209,
41.015793,0,3208,-73.718144,,,,W RED OAK LA & WESTCHESTER AVE,W RED OAK LA @ RENAISSANCE HOTEL,0,3208,
40.981462,0,2860,-73.765909,,,,,CROSSWAY @ MAMARONECK RD,0,2860,
40.979679,0,2861,-73.767685,,,,,CROSSWAY @ LINCOLN RD,0,2861,
40.979239,0,2862,-73.769422,,,,,CROSSWAY @ FAYETTE RD,0,2862,
40.978697,0,2863,-73.771258,,,,,CROSSWAY @ ARDMORE RD,0,2863,
41.04825,0,559,-73.769916,,,,,N BROADWAY @ MCBRIDE AVE,0,559,
40.984396,0,2865,-73.775583,,,,,WILMOT RD @ HEATHCOTE RD,0,2865,
40.983005,0,2866,-73.778859,,,,,WILMOT RD @ BALDWIN LA,0,2866,
40.977767,0,2867,-73.790313,,,,,GRAND BLVD @ PRIMROSE AVE,0,2867,
40.980239,0,2868,-73.797319,,,,,GRAND BLVD @ WEBSTER RD,0,2868,
40.980988,0,2869,-73.799441,,,,,GRAND BLVD @ GAYLOR RD,0,2869,
41.044883,0,557,-73.769066,,,,,N BROADWAY @ WESTVIEW AVE,0,557,
41.037123,0,551,-73.761948,,,,LAKE ST & CANFIELD AVE,LAKE ST @ WARREN ST,0,551,
41.037837,0,550,-73.760229,,,,,LAKE ST @ N KENSICO PL,0,550,
41.034022,0,553,-73.763459,,,,,N BROADWAY @ MAIN ST,0,553,
41.036636,0,552,-73.763099,,,,,LAKE ST @ STEWART PL,0,552,
40.913197,0,1199,-73.858402,,,,,KIMBALL AVE @ YONKERS AVE,0,1199,
40.915006,0,1198,-73.857079,,,,,KIMBALL AVE @ MARSTON PL,0,1198,
41.123801,0,3348,-73.779836,,,,,KENSICO RD @ WESTCHESTER AVE,0,3348,
40.92618,0,1365,-73.82113,,,,,N COLUMBUS AVE @ CALIFORNIA RD,0,1365,
40.934766,0,1191,-73.856893,,,,,MIDLAND AVE @ LOOMIS AVE,0,1191,
40.934527,0,1190,-73.858543,,,,,MIDLAND AVE @ MURRAY AVE,0,1190,
41.069871,0,3340,-73.767822,,,,N BROADWAY & BRONX RIVER PKWY,N BROADWAY @ KENSICO DAM PLAZA,0,3340,
40.934607,0,1192,-73.855441,,,,,MIDLAND AVE @ CENTRAL PARK AVE,0,1192,
40.923249,0,1195,-73.852289,,,,,KIMBALL AVE @ RIGBY ST,0,1195,
40.929509,0,1194,-73.848565,,,,,KIMBALL AVE @ MIDLAND AVE,0,1194,
40.916417,0,1197,-73.856263,,,,453 KIMBALL AVE & GRANT ST,KIMBALL AVE @ GRANT ST,0,1197,
40.920515,0,1196,-73.853941,,,,,KIMBALL AVE @ VERNON AVE,0,1196,
40.976429,0,1758,-73.808614,,,,,STRATFORD RD @ WARWICK AVE,0,1758,
40.974893,0,1757,-73.810376,,,,,STRATFORD RD @ VASSAR PL,0,1757,
40.97492,0,1756,-73.810273,,,,,STRATFORD RD @ VASSAR PL,0,1756,
40.97626,0,1755,-73.80881,,,,24 STRATFORD RD & WARWICK AVE,STRATFORD RD @ WARWICK AVE,0,1755,
40.931073,0,1177,-73.84962,,,,,MIDLAND AVE @ WREXHAM RD,0,1177,
40.930136,0,1176,-73.8478,,,,,KIMBALL AVE @ MIDLAND AVE,0,1176,
40.927331,0,1174,-73.852624,,,,,CROSS COUNTY CTR @ XAVIER DR,0,1174,
40.927433,0,1173,-73.849566,,,,,KIMBALL AVE @ FOX AVE,0,1173,
40.924977,0,1172,-73.851045,,,,,KIMBALL AVE @ VREDENBURGH AVE,0,1172,
40.923208,0,1171,-73.852123,,,,,KIMBALL AVE @ RIGBY ST,0,1171,
40.921121,0,1170,-73.853381,,,,,KIMBALL AVE @ MILE SQUARE RD,0,1170,
41.03065,0,4252,-73.771683,,,,,MARTINE AVE @ LEXINGTON AVE,0,4252,
41.07839,0,4254,-73.823443,,,,OLD SAW MILL RIVER RD,LANDMARK AT EASTVIEW,0,4254,
40.933595,0,1178,-73.850901,,,,,1133 MIDLAND AVE,0,1178,
41.040814,0,510,-73.75479,,,,,120 LAKE ST,0,510,
41.037756,0,513,-73.750396,,,,,UNDERHILL AVE @ MAIN ST,0,513,
41.040204,0,644,-73.802567,,,,,DOBBS FERRY RD @ W DOWNING DR,0,644,
40.944176,0,1285,-73.848346,,,,,PALMER RD @ CENTRAL PARK AVE,0,1285,
40.941618,0,1284,-73.845947,,,,,PALMER RD @ DURHAM RD,0,1284,
40.945452,0,1287,-73.855662,,,,,PALMER RD @ KENILWORTH RD,0,1287,
41.041675,0,512,-73.749502,,,,,UNDERHILL AVE @ MADISON ST,0,512,
40.938983,0,1281,-73.832548,,,,,PONDFIELD RD @ TANGLEWYLDE AVE,0,1281,
40.936049,0,1280,-73.815428,,,,,NEW ROCHELLE RD @ PONDFIELD RD,0,1280,
40.941014,0,1282,-73.841213,,,,,PALMER RD @ BRONXVILLE RD,0,1282,
40.944221,0,1289,-73.860781,,,,,PALMER RD @ MILE SQUARE RD,0,1289,
40.944901,0,1288,-73.858826,,,,,PALMER RD @ LONGSPUR RD,0,1288,
41.027059,0,514,-73.746528,,,,,NORTH ST @ BRISTAL ASSISTED LIVING,0,514,
40.895706,0,1579,-73.779664,,,,,PELHAM RD @ MEADOW LA,0,1579,
40.899268,0,1578,-73.778131,,,,,PELHAM RD @ LELAND AVE,0,1578,
40.932205,0,688,-73.8959,,,,,NEPPERHAN AVE @ NEW MAIN ST,0,688,
40.938906,0,685,-73.893654,,,,,PALISADE AVE @ ASHBURTON AVE,0,685,
40.93958,0,684,-73.892285,,,,,PARK AVE @ ASHBURTON AVE,0,684,
40.934773,0,687,-73.894959,,,,,PALISADE AVE @ ELM ST,0,687,
40.93795,0,686,-73.893935,,,,,PALISADE AVE @ LAFAYETTE PL,0,686,
40.944644,0,681,-73.890991,,,,,PARK AVE @ FAIRVIEW ST,0,681,
40.945821,0,680,-73.890446,,,,,PARK AVE @ GLENWOOD AVE,0,680,
40.941444,0,683,-73.891954,,,,,PARK AVE @ FLAGG ST,0,683,
40.907911,0,1574,-73.775859,,,,,FRANKLIN AVE @ UNION ST,0,1574,
41.041924,0,623,-73.768305,,,,N BROADWAY & LENOX AVE,N BROADWAY @ WHITE PLAINS MANOR,0,623,
40.944871,0,1226,-73.858575,,,,,PALMER RD @ BRYN MAWR PL,0,1226,
40.928353,0,1240,-73.808318,,,,,NEW ROCHELLE RD @ HILLCREST RD,0,1240,
41.044594,0,621,-73.769267,,,,,N BROADWAY @ WESTVIEW AVE,0,621,
40.964918,0,4971,-73.675907,,,,PLAYLAND PKY,PLAYLAND PARK CENTER LANE,0,4971,
40.943609,0,1224,-73.862819,,,,,PALMER RD @ MITCHELL AVE,0,1224,
41.041165,0,627,-73.796322,,,,,DOBBS FERRY RD @ TERRACE ST,0,627,
41.036826,0,626,-73.765326,,,,,N BROADWAY @ BARKER AVE,0,626,
40.89562,0,4388,-73.779526,,,,,PELHAM RD @ MEADOW LA,0,4388,
40.946989,0,1221,-73.867457,,,,,STONE AVE @ RAMSEY AVE,0,1221,
41.249694,0,2036,-73.946961,,,,,KINGS FERRY RD @ COACHLIGHT SQUARE,0,2036,
40.95745,0,4382,-73.888466,,,,,N BROADWAY @ GREENVALE AVE,0,4382,
41.030201,0,4380,-73.740069,,,,,220 WESTCHESTER AVE,0,4380,
41.249505,0,2035,-73.936701,,,,,KINGS FERRY RD @ MONTROSE POINT RD,0,2035,
41.09025,0,4385,-73.80575,,,,HOSPITAL RD & BRADHURST ENTRANCE NORTH RD,HOSPITAL RD @ RUTH TAYLOR INST,0,4385,
41.090019,0,4384,-73.806552,,,,PERIPHERAL RD & BRADHURST ENTRANCE NORTH RD,PERIPHERAL RD @ RUTH TAYLOR INST,0,4384,
41.043612,0,1371,-73.790514,,,,,HILLSIDE AVE @ FLORENCE AVE,0,1371,
40.976268,0,406,-73.802743,,,,,WHITE PLAINS POST RD @ BROOK ST,0,406,
40.976963,0,405,-73.802514,,,,WHITE PLAINS POST RD & SUMMERFIELD ST,WHITE PLAINS POST RD @ SUMMERFIELD,0,405,
41.047654,0,1372,-73.789898,,,,,HILLSIDE AVE @ OLD TARRYTOWN RD,0,1372,
41.05365,0,1375,-73.788722,,,,,HILLSIDE AVE @ NORTH RD,0,1375,
41.052684,0,1374,-73.789026,,,,,HILLSIDE AVE @ SOUTH RD,0,1374,
41.062705,0,1377,-73.780555,,,,,HILLSIDE AVE @ LAWRENCE DR,0,1377,
40.98843,0,400,-73.796813,,,,,POST RD @ CRANE RD,0,400,
41.067688,0,1379,-73.786721,,,,COMMUNITY COLLEGE MAIN RD,WESTCHESTER COMM COLLEGE LOT 11,0,1379,
41.069103,0,1378,-73.780416,,,,,GRASSLANDS RD @ LEGION DR,0,1378,
40.971744,0,408,-73.805211,,,,,WHITE PLAINS POST RD @ SWIFT AVE,0,408,
40.929514,0,1343,-73.820849,,,,,N COLUMBUS AVE @ OVERHILL RD,0,1343,
40.94214,0,2747,-73.882295,,,,,SAW MILL RIVER RD @ AXMINSTER ST,0,2747,
40.925742,0,1242,-73.800516,,,,,EASTCHESTER RD @ ROSEDALE AVE,0,1242,
40.945911,0,1344,-73.820458,,,,WHITE PLAINS RD & WINTER HILL RD,WHITE PLAINS POST RD @ WINTER HILL,0,1344,
41.07294,0,4595,-73.799822,,,,,BRADHURST AVE @ GRASSLANDS RD,0,4595,
40.950239,0,1345,-73.817374,,,,WHITE PLAINS POST RD & HIGHLAND AVE,WHITE PLAINS POST RD @ HIGHLAND AV,0,1345,
40.934289,0,4030,-73.758232,,,,DEPOT WAY W & WOODLAND AVE,LARCHMONT RAILROAD STATION,0,4030,
40.952629,0,1346,-73.815631,,,,,WHITE PLAINS POST RD @ CYPRESS RD,0,1346,
40.982705,0,457,-73.828554,,,,CENTRAL PARK AVE,CENTRAL PARK AV @ JEFFREY PK SOUTH,0,457,
41.010211,0,379,-73.761413,,,,,OLD MAMARONECK RD @ HARTSDALE AVE,0,379,
41.014296,0,378,-73.760821,,,,,OLD MAMARONECK RD @ PRESCOTT AVE,0,378,
41.018462,0,371,-73.756741,,,,,MAMARONECK AVE @ BRYANT AVE,0,371,
41.014288,0,370,-73.755183,,,,,MAMARONECK AVE @ HEATHERBLOOM RD,0,370,
41.01937,0,372,-73.759344,,,,,BRYANT AVE @ NOSBAND AVE,0,372,
41.021756,0,375,-73.760919,,,,,OLD MAMARONECK RD @ SHAPHAM PL,0,375,
41.019675,0,374,-73.760775,,,,,OLD MAMARONECK RD @ BRYANT AVE,0,374,
41.027795,0,377,-73.764552,,,,MAMARONECK AVE & E POST RD,MAMARONECK AVE @ MAPLE AVE,0,377,
41.024591,0,376,-73.76307,,,,,MAMARONECK AVE @ LIVINGSTON AVE,0,376,
41.016448,0,393,-73.778073,,,,,W POST RD @ WALTON AVE,0,393,
41.018306,0,392,-73.777052,,,,,W POST RD @ QUINBY AVE,0,392,
41.019663,0,391,-73.776327,,,,,W POST RD @ MIDLAND AVE,0,391,
41.02204,0,390,-73.775292,,,,,W POST RD @ STERLING AVE,0,390,
40.998594,0,397,-73.788262,,,,,POST RD @ TOMPKINS RD,0,397,
41.004467,0,396,-73.784825,,,,,POST RD @ FENIMORE RD,0,396,
41.010251,0,395,-73.781863,,,,,POST RD @ HUNTINGTON AVE,0,395,
41.015446,0,394,-73.77864,,,,,W POST RD @ MERRITT AVE,0,394,
40.991973,0,399,-73.794035,,,,,POST RD @ WAYSIDE LA,0,399,
40.994706,0,398,-73.791714,,,,,POST RD @ BURGESS RD,0,398,
40.902711,0,2309,-73.840898,,,,,S 11TH AVE @ W 4TH ST,0,2309,
40.90051,0,2308,-73.839883,,,,,S 11TH AVE @ W 5TH ST,0,2308,
40.893355,0,2301,-73.82692,,,,,S COLUMBUS AVE @ S 3RD AVE,0,2301,
40.891602,0,2300,-73.827281,,,,,S 3RD AVE @ DOCK ST,0,2300,
40.894323,0,2302,-73.824032,,,,,S COLUMBUS AVE @ S FULTON AVE,0,2302,
40.899671,0,2305,-73.831815,,,,,E SANDFORD BLVD @ S 3RD AVE,0,2305,
40.900321,0,2304,-73.826595,,,,S FULTON AVE & SANDFORD BLVD E,S FULTON AVE @ E SANDFORD BLVD,0,2304,
40.898105,0,2307,-73.83893,,,,,W SANDFORD BLVD @ S 11TH AVE,0,2307,
40.899313,0,2306,-73.833525,,,,,W SANDFORD BLVD @ S 5TH AVE,0,2306,
41.081683,0,245,-73.804433,,,,BRADHURST ENTRANCE & PENITENTIARY SERVICE RD,BRADHURST ENT @ PENITENTIARY RD,0,245,
41.078816,0,244,-73.802083,,,,WOODS RD & PENITENTIARY SERVICE RD,WOODS RD @ WESTCHESTER COUNTY JAIL,0,244,
41.084443,0,247,-73.805574,,,,MEDICAL CENTER SOUTH PLAZA & EMERGENCY DR,SOUTH PLAZA @ EMERGENCY DRIVE,0,247,
41.082857,0,246,-73.80538,,,,,SOUTH PLAZA @ ELMWOOD HALL,0,246,
41.072593,0,241,-73.79919,,,,,GRASSLANDS RD @ BRADHURST AVE,0,241,
41.075116,0,242,-73.8043,,,,,GRASSLANDS RD @ WOODS RD,0,242,
41.084272,0,249,-73.806428,,,,MEDICAL CENTER SOUTH PLAZA,SOUTH PLAZA @ CEDARWOOD HALL LOT,0,249,
40.914323,0,2275,-73.808076,,,,,5TH AVE @ 3RD ST,0,2275,
40.915333,0,2274,-73.80775,,,,,5TH AVE @ LINCOLN AVE,0,2274,
40.906825,0,2277,-73.814661,,,,,E 3RD ST @ WARWICK AVE,0,2277,
40.906655,0,2271,-73.814653,,,,,E 3RD ST @ WARWICK AVE,0,2271,
40.907718,0,2270,-73.816433,,,,,E 3RD ST @ FARRELL AVE,0,2270,
40.926442,0,2273,-73.814773,,,,CALIFORNIA RD & BONITA VISTA RD,MOUNT VERNON HS,0,2273,
40.915407,0,2272,-73.807549,,,,,5TH AVE @ LINCOLN AVE,0,2272,
40.909448,0,2279,-73.819053,,,,,E 3RD ST @ GRANDVIEW AVE,0,2279,
40.907735,0,2278,-73.816172,,,,,E 3RD ST @ FARRELL AVE,0,2278,
41.317278,0,2154,-73.858991,,,,,LEXINGTON AVE @ E MAIN ST,0,2154,
40.969024,0,2459,-73.71165,,,,,HALSTEAD AVE @ PURDY ST,0,2459,
40.967049,0,2458,-73.715655,,,,,HALSTEAD AVE @ BISHOP EDWARDS SQ,0,2458,
41.301192,0,2156,-73.882448,,,,E MAIN ST & LOCUST AVE,MAIN ST @ LOCUST AVE,0,2156,
40.957572,0,2455,-73.730391,,,,,HALSTEAD AVE @ N BARRY AVE,0,2455,
40.933548,0,2454,-73.760871,,,,,MYRTLE BLVD @ CHATSWORTH AVE,0,2454,
40.962375,0,2457,-73.722611,,,,,HALSTEAD AVE @ WEST ST,0,2457,
40.96009,0,2456,-73.725903,,,,,HALSTEAD AVE @ FLORENCE ST,0,2456,
40.925692,0,2451,-73.781556,,,,,5TH AVE @ SCHLEY AVE,0,2451,
40.927016,0,2450,-73.779604,,,,276 5TH AVE & HUNTER AVE,5TH AVE @ HUNTER AVE,0,2450,
40.922675,0,2453,-73.784628,,,,,5TH AVE @ KOCH ST,0,2453,
40.923392,0,2452,-73.78301,,,,,5TH AVE @ BROOKDALE AVE,0,2452,
41.060872,0,179,-73.833845,,,,,WHITE PLAINS RD @ DUNNINGS DR,0,179,
41.062097,0,178,-73.837028,,,,,WHITE PLAINS RD @ COLEMAN TERR,0,178,
41.06325,0,177,-73.844983,,,,WHITE PLAINS RD & OLD WHITE PLAINS RD,WHITE PLAINS RD @ OLD WHITE PLAINS,0,177,
41.063662,0,176,-73.84721,,,,,WHITE PLAINS RD @ CARROLLWOOD CT,0,176,
41.064125,0,175,-73.850451,,,,WHITE PLAINS RD & OLD WHITE PLAINS RD,WHITE PLAINS RD @ TALLEYRAND,0,175,
